TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,IS_NULLABLE,COLUMN_DEFAULT,IS_PRIMARY_KEY
dbo,tblDataCubeViews,fstrGraphData,6,nvarchar,-1,NO,NULL,NO
dbo,tblDataCubeViews,fstrRefinements,7,nvarchar,-1,NO,NULL,NO
dbo,tblDataCubeViews,fblnTreeView,8,tinyint,NULL,NO,NULL,NO
dbo,tblDataCubeViews,fblnHideEmpty,9,tinyint,NULL,NO,NULL,NO
dbo,tblDataCubeViews,fblnIntersectionFilter,10,tinyint,NULL,NO,NULL,NO
dbo,tblDataCubeViews,flngVerticalDrillDown,11,int,NULL,NO,NULL,NO
dbo,tblDataCubeViews,flngHorizontalDrillDown,12,int,NULL,NO,NULL,NO
dbo,tblDataCubeViews,fstrWho,13,nvarchar,10,NO,NULL,NO
dbo,tblDataCubeViews,fdtmWhen,14,datetime,NULL,NO,NULL,NO
dbo,tblDataSet,fi64DataSetKey,1,bigint,NULL,NO,NULL,YES
dbo,tblDataSet,flngVer,2,int,NULL,NO,NULL,YES
dbo,tblDataSet,flngVerLast,3,int,NULL,NO,NULL,NO
dbo,tblDataSet,fstrDataSetId,4,nvarchar,30,NO,NULL,NO
dbo,tblDataSet,fstrExternalId,5,nvarchar,50,NO,NULL,NO
dbo,tblDataSet,fstrDataSetType,6,nvarchar,12,NO,NULL,NO
dbo,tblDataSet,fstrCategory,7,nvarchar,12,NO,NULL,NO
dbo,tblDataSet,fstrTableDatabase,8,nvarchar,30,NO,NULL,NO
dbo,tblDataSet,fstrTableName,9,nvarchar,30,NO,NULL,NO
dbo,tblDataSet,fdtmReportDate,10,datetime,NULL,NO,NULL,NO
dbo,tblDataSet,fdtmOpened,11,datetime,NULL,NO,NULL,NO
dbo,tblDataSet,fstrOpenedWho,12,nvarchar,10,NO,NULL,NO
dbo,tblDataSet,fdtmClosed,13,datetime,NULL,NO,NULL,NO
dbo,tblDataSet,fstrClosedWho,14,nvarchar,10,NO,NULL,NO
dbo,tblDataSet,fdtmReleased,15,datetime,NULL,NO,NULL,NO
dbo,tblDataSet,fstrReleasedWho,16,nvarchar,10,NO,NULL,NO
dbo,tblDataSet,fstrStage,17,nvarchar,12,NO,NULL,NO
dbo,tblDataSet,fdtmStage,18,datetime,NULL,NO,NULL,NO
dbo,tblDataSet,fstrNextStage,19,nvarchar,12,NO,NULL,NO
dbo,tblDataSet,fdtmNextStageScheduled,20,datetime,NULL,NO,NULL,NO
dbo,tblDataSet,fintNextAction,21,smallint,NULL,NO,NULL,NO
dbo,tblDataSet,fblnCurrent,22,tinyint,NULL,NO,NULL,NO
dbo,tblDataSet,flngRecordCount,23,int,NULL,NO,NULL,NO
dbo,tblDataSet,fstrWho,24,nvarchar,10,NO,NULL,NO
dbo,tblDataSet,fdtmWhen,25,datetime,NULL,NO,NULL,NO
dbo,tblDataSetCurrent,fstrDataSetType,1,nvarchar,12,NO,NULL,YES
dbo,tblDataSetCurrent,flngVer,2,int,NULL,NO,NULL,NO
dbo,tblDataSetCurrent,flngVerLast,3,int,NULL,NO,NULL,NO
dbo,tblDataSetCurrent,fi64CurrentDataSetKey,4,bigint,NULL,NO,NULL,NO
dbo,tblDataSetCurrent,fstrWho,5,nvarchar,10,NO,NULL,NO
dbo,tblDataSetCurrent,fdtmWhen,6,datetime,NULL,NO,NULL,NO
dbo,tblDataSetExternalId,fstrExternalId,1,nvarchar,50,NO,NULL,YES
dbo,tblDataSetExternalId,fi64DataSetKey,2,bigint,NULL,NO,NULL,YES
dbo,tblDataSetExternalId,flngVer,3,int,NULL,NO,NULL,YES
dbo,tblDataSetExternalId,flngVerLast,4,int,NULL,NO,NULL,NO
dbo,tblDataSetExternalId,fblnActive,5,tinyint,NULL,NO,NULL,NO
dbo,tblDataSetExternalId,fstrWho,6,nvarchar,10,NO,NULL,NO
dbo,tblDataSetExternalId,fdtmWhen,7,datetime,NULL,NO,NULL,NO
dbo,tblDataSetFile,fi64FileGenerateKey,1,bigint,NULL,NO,NULL,YES
dbo,tblDataSetFile,flngVerLast,2,int,NULL,NO,NULL,NO
dbo,tblDataSetFile,flngFileKey,3,int,NULL,NO,NULL,YES
dbo,tblDataSetFile,fstrWho,4,nvarchar,10,NO,NULL,NO
dbo,tblDataSetFile,fdtmWhen,5,datetime,NULL,NO,NULL,NO
dbo,tblDataSetFileGenerate,fi64FileGenerateKey,1,bigint,NULL,NO,NULL,YES
dbo,tblDataSetFileGenerate,flngVerLast,2,int,NULL,NO,NULL,NO
dbo,tblDataSetFileGenerate,fi64DataSetKey,3,bigint,NULL,NO,NULL,NO
dbo,tblDataSetFileGenerate,fstrFileType,4,nvarchar,12,NO,NULL,NO
dbo,tblDataSetFileGenerate,fdtmCreated,5,datetime,NULL,NO,NULL,NO
dbo,tblDataSetFileGenerate,fdtmProcessed,6,datetime,NULL,NO,NULL,NO
dbo,tblDataSetFileGenerate,fstrWho,7,nvarchar,10,NO,NULL,NO
dbo,tblDataSetFileGenerate,fdtmWhen,8,datetime,NULL,NO,NULL,NO
dbo,tblDataSetHold,fi64HoldKey,1,bigint,NULL,NO,NULL,YES
dbo,tblDataSetHold,flngVer,2,int,NULL,NO,NULL,YES
dbo,tblDataSetHold,flngVerLast,3,int,NULL,NO,NULL,NO
dbo,tblDataSetHold,fstrHoldType,4,nvarchar,12,NO,NULL,NO
dbo,tblDataSetHold,fintAction,5,smallint,NULL,NO,NULL,NO
dbo,tblDataSetHold,fstrDataSetType,6,nvarchar,12,NO,NULL,NO
dbo,tblDataSetHold,fi64DataSetKey,7,bigint,NULL,NO,NULL,NO
dbo,tblDataSetHold,fdtmCreated,8,datetime,NULL,NO,NULL,NO
dbo,tblDataSetHold,fstrCreatedWho,9,nvarchar,10,NO,NULL,NO
dbo,tblDataSetHold,fdtmCommence,10,datetime,NULL,NO,NULL,NO
dbo,tblDataSetHold,fdtmCease,11,datetime,NULL,NO,NULL,NO
dbo,tblDataSetHold,fblnActive,12,tinyint,NULL,NO,NULL,NO
dbo,tblDataSetHold,fstrWho,13,nvarchar,10,NO,NULL,NO
dbo,tblDataSetHold,fdtmWhen,14,datetime,NULL,NO,NULL,NO
dbo,tblDeBenefitChargePosting,fi64ChargeKey,1,bigint,NULL,NO,NULL,YES
dbo,tblDeBenefitChargePosting,flngAccountKey,2,int,NULL,NO,NULL,NO
dbo,tblDeBenefitChargePosting,fdtmFilingPeriod,3,datetime,NULL,NO,NULL,NO
dbo,tblDeBenefitChargePosting,fstrChargeType,4,nvarchar,30,NO,NULL,NO
dbo,tblDeBenefitChargePosting,fi64EmployerKey,5,bigint,NULL,NO,NULL,NO
dbo,tblDeBenefitChargePosting,fcurChargeAmount,6,money,NULL,NO,NULL,NO
dbo,tblDeBenefitChargePosting,fdtmPostingDate,7,datetime,NULL,NO,NULL,NO
dbo,tblDeBenefitChargePosting,fdtmPostingMonth,8,datetime,NULL,NO,NULL,NO
dbo,tblDeBenefitChargePosting,fdtmPostingQuarter,9,datetime,NULL,NO,NULL,NO
dbo,tblDeBenefitChargePosting,fstrWho,10,nvarchar,10,NO,NULL,NO
dbo,tblDeBenefitChargePosting,fdtmWhen,11,datetime,NULL,NO,NULL,NO
dbo,tblDeBenefitDrawdown,fi64BenefitDrawdownKey,1,bigint,NULL,NO,NULL,YES
dbo,tblDeBenefitDrawdown,fi64BenefitEntitlementKey,2,bigint,NULL,NO,NULL,NO
dbo,tblDeBenefitDrawdown,fstrBenefitEntitlementType,3,nvarchar,30,NO,NULL,NO
dbo,tblDeBenefitDrawdown,fcurClaimedAmount,4,money,NULL,NO,NULL,NO
dbo,tblDeBenefitDrawdown,fcurWaiveClaimAmount,5,money,NULL,NO,NULL,NO
dbo,tblDeBenefitDrawdown,fcurOverClaimAmount,6,money,NULL,NO,NULL,NO
dbo,tblDeBenefitDrawdown,flngAccountKey,7,int,NULL,NO,NULL,NO
dbo,tblDeBenefitDrawdown,fdtmFilingPeriod,8,datetime,NULL,NO,NULL,NO
dbo,tblDeBenefitDrawdown,fdtmClaimed,9,datetime,NULL,NO,NULL,NO
dbo,tblDeBenefitDrawdown,fdtmReversed,10,datetime,NULL,NO,NULL,NO
dbo,tblDeBenefitDrawdown,fstrWho,11,nvarchar,10,NO,NULL,NO
dbo,tblDeBenefitDrawdown,fdtmWhen,12,datetime,NULL,NO,NULL,NO
dbo,tblDeBenefitEntitlement,fi64BenefitEntitlementKey,1,bigint,NULL,NO,NULL,YES
dbo,tblDeBenefitEntitlement,flngVerLast,2,int,NULL,NO,NULL,NO
dbo,tblDeBenefitEntitlement,fstrBenefitEntitlementType,3,nvarchar,30,NO,NULL,NO
dbo,tblDeBenefitEntitlement,fi64MonDetAmountsKey,4,bigint,NULL,NO,NULL,NO
dbo,tblDeBenefitEntitlement,flngAccountKey,5,int,NULL,NO,NULL,NO
dbo,tblDeBenefitEntitlement,fdtmPeriodFrom,6,datetime,NULL,NO,NULL,NO
dbo,tblDeBenefitEntitlement,fdtmPeriodTo,7,datetime,NULL,NO,NULL,NO
dbo,tblDeBenefitEntitlement,fcurBenefitEntitlementAmount,8,money,NULL,NO,NULL,NO
dbo,tblDeBenefitEntitlement,fcurBenefitEntitlementBalance,9,money,NULL,NO,NULL,NO
dbo,tblDeBenefitEntitlement,fblnWeekEntitlement,10,tinyint,NULL,NO,NULL,NO
dbo,tblDeBenefitEntitlement,fstrWho,11,nvarchar,10,NO,NULL,NO
dbo,tblDeBenefitEntitlement,fdtmWhen,12,datetime,NULL,NO,NULL,NO
dbo,tblDeBenefitPosting,fi64BenefitPostingKey,1,bigint,NULL,NO,NULL,YES
dbo,tblDeBenefitPosting,flngAccountKey,2,int,NULL,NO,NULL,NO
dbo,tblDeBenefitPosting,fdtmFilingPeriod,3,datetime,NULL,NO,NULL,NO
dbo,tblDeBenefitPosting,flngVerLast,4,int,NULL,NO,NULL,NO
dbo,tblDeBenefitPosting,fstrChangeReason,5,nvarchar,30,NO,NULL,NO
dbo,tblDeBenefitPosting,fi64ChangeReasonKey,6,bigint,NULL,NO,NULL,NO
dbo,tblDeBenefitPosting,fblnCascade,7,tinyint,NULL,NO,NULL,NO
dbo,tblDeBenefitPosting,fdtmChangeDate,8,datetime,NULL,NO,NULL,NO
dbo,tblDeBenefitPosting,fstrReportingMonDetType,9,nvarchar,30,NO,NULL,NO
dbo,tblDeBenefitPosting,fcurTotalBaseAmount,10,money,NULL,NO,NULL,NO
dbo,tblDeBenefitPosting,fcurTotalBaseAmountDelta,11,money,NULL,NO,NULL,NO
dbo,tblDeBenefitPosting,fcurTotalResultingAmount,12,money,NULL,NO,NULL,NO
dbo,tblDeBenefitPosting,fcurTotalResultingAmountDelta,13,money,NULL,NO,NULL,NO
dbo,tblDeBenefitPosting,fblnWaitingWeek,14,tinyint,NULL,NO,NULL,NO
dbo,tblDeBenefitPosting,fblnCompensableWeek,15,tinyint,NULL,NO,NULL,NO
dbo,tblDeBenefitPosting,fstrWho,16,nvarchar,10,NO,NULL,NO
dbo,tblDeBenefitPosting,fdtmWhen,17,datetime,NULL,NO,NULL,NO
dbo,tblDeBenefitPostingImpacts,fi64BenefitPostingKey,1,bigint,NULL,NO,NULL,YES
dbo,tblDeBenefitPostingImpacts,flngAccountKey,2,int,NULL,NO,NULL,NO
dbo,tblDeBenefitPostingImpacts,fdtmFilingPeriod,3,datetime,NULL,NO,NULL,NO
dbo,tblDeBenefitPostingImpacts,flngVerLast,4,int,NULL,NO,NULL,NO
dbo,tblDeBenefitPostingImpacts,flngBenefitPostingVerLast,5,int,NULL,NO,NULL,NO
dbo,tblDeBenefitPostingImpacts,fi64MonDetKey,6,bigint,NULL,NO,NULL,YES
dbo,tblDeBenefitPostingImpacts,fi64ImpactKey,7,bigint,NULL,NO,NULL,YES
dbo,tblDeBenefitPostingImpacts,fi64OverpaymentImpactKey,8,bigint,NULL,NO,NULL,NO
dbo,tblDeBenefitPostingImpacts,fdtmDetermination,9,datetime,NULL,NO,NULL,NO
dbo,tblDeBenefitPostingImpacts,fstrImpactType,10,nvarchar,30,NO,NULL,NO
dbo,tblDeBenefitPostingImpacts,fcurFinancialImpact,11,money,NULL,NO,NULL,NO
dbo,tblDeBenefitPostingImpacts,fcurFinancialImpactDelta,12,money,NULL,NO,NULL,NO
dbo,tblDeBenefitPostingImpacts,fcurMonDetBaseChange,13,money,NULL,NO,NULL,NO
dbo,tblDeBenefitPostingImpacts,fcurFraudRefundTransfer,14,money,NULL,NO,NULL,NO
dbo,tblDeBenefitPostingImpacts,fstrWho,15,nvarchar,10,NO,NULL,NO
dbo,tblDeBenefitPostingImpacts,fdtmWhen,16,datetime,NULL,NO,NULL,NO
dbo,tblDeBenefitPostingMonDet,fi64BenefitPostingKey,1,bigint,NULL,NO,NULL,YES
dbo,tblDeBenefitPostingMonDet,flngAccountKey,2,int,NULL,NO,NULL,NO
dbo,tblDeBenefitPostingMonDet,fdtmFilingPeriod,3,datetime,NULL,NO,NULL,NO
dbo,tblDeBenefitPostingMonDet,flngVerLast,4,int,NULL,NO,NULL,NO
dbo,tblDeBenefitPostingMonDet,flngBenefitPostingVerLast,5,int,NULL,NO,NULL,NO
dbo,tblDeBenefitPostingMonDet,fi64MonDetKey,6,bigint,NULL,NO,NULL,YES
dbo,tblDeBenefitPostingMonDet,fi64MonDetAmountsKey,7,bigint,NULL,NO,NULL,NO
dbo,tblDeBenefitPostingMonDet,fstrMonDetType,8,nvarchar,30,NO,NULL,NO
dbo,tblDeBenefitPostingMonDet,fcurBaseAmount,9,money,NULL,NO,NULL,NO
dbo,tblDeBenefitPostingMonDet,fcurBaseAmountDelta,10,money,NULL,NO,NULL,NO
dbo,tblDeBenefitPostingMonDet,fcurResultingAmount,11,money,NULL,NO,NULL,NO
dbo,tblDeBenefitPostingMonDet,fcurResultingAmountDelta,12,money,NULL,NO,NULL,NO
dbo,tblDeBenefitPostingMonDet,fstrWho,13,nvarchar,10,NO,NULL,NO
dbo,tblDeBenefitPostingMonDet,fdtmWhen,14,datetime,NULL,NO,NULL,NO
dbo,tblDeBenefitPostingTrans,fi64BenefitPostingKey,1,bigint,NULL,NO,NULL,YES
dbo,tblDeBenefitPostingTrans,flngAccountKey,2,int,NULL,NO,NULL,NO
dbo,tblDeBenefitPostingTrans,fdtmFilingPeriod,3,datetime,NULL,NO,NULL,NO
dbo,tblDeBenefitPostingTrans,flngTransKey,4,int,NULL,NO,NULL,YES
dbo,tblDeBenefitPostingTrans,fstrTransType,5,nvarchar,6,NO,NULL,NO
dbo,tblDeBenefitPostingTrans,fcurAmount,6,money,NULL,NO,NULL,NO
dbo,tblDeBenefitPostingTrans,fdtmPosted,7,datetime,NULL,NO,NULL,NO
dbo,tblDeBenefitPostingTrans,flngPostBenefitPostingVerLast,8,int,NULL,NO,NULL,NO
dbo,tblDeBenefitPostingTrans,fdtmReversed,9,datetime,NULL,NO,NULL,NO
dbo,tblDeBenefitPostingTrans,flngRevBenefitPostingVerLast,10,int,NULL,NO,NULL,NO
dbo,tblDeBenefitPostingTrans,fblnMonetaryTransaction,11,tinyint,NULL,NO,NULL,NO
dbo,tblDeBenefitPostingTrans,fi64ImpactKey,12,bigint,NULL,NO,NULL,YES
dbo,tblDeBenefitPostingTrans,fi64OverpaymentImpactKey,13,bigint,NULL,NO,NULL,NO
dbo,tblDeBenefitPostingTrans,fstrImpactType,14,nvarchar,30,NO,NULL,NO
dbo,tblDeBenefitPostingTrans,fstrWho,15,nvarchar,10,NO,NULL,NO
dbo,tblDeBenefitPostingTrans,fdtmWhen,16,datetime,NULL,NO,NULL,NO
dbo,tblDeBiCatSeparation,fi64IssueKey,1,bigint,NULL,NO,NULL,YES
dbo,tblDeBiCatSeparation,flngVerLast,2,int,NULL,NO,NULL,NO
dbo,tblDeBiCatSeparation,fdtmStartDate,3,datetime,NULL,NO,NULL,NO
dbo,tblDeBiCatSeparation,fdtmLastDayWorked,4,datetime,NULL,NO,NULL,NO
dbo,tblDeBiCatSeparation,fdtmSeparationDate,5,datetime,NULL,NO,NULL,NO
dbo,tblDeBiCatSeparation,fstrWho,6,nvarchar,10,NO,NULL,NO
dbo,tblDeBiCatSeparation,fdtmWhen,7,datetime,NULL,NO,NULL,NO
dbo,tblDeBiDetail,fi64IssueKey,1,bigint,NULL,NO,NULL,YES
dbo,tblDeBiDetail,flngVerLast,2,int,NULL,NO,NULL,NO
dbo,tblDeBiDetail,flngCustomerKey,3,int,NULL,NO,NULL,NO
dbo,tblDeBiDetail,flngAccountKey,4,int,NULL,NO,NULL,NO
dbo,tblDeBiDetail,fdtmPeriodFrom,5,datetime,NULL,NO,NULL,NO
dbo,tblDeBiDetail,fdtmPeriodTo,6,datetime,NULL,NO,NULL,NO
dbo,tblDeBiDetail,flngFolderKey,7,int,NULL,NO,NULL,NO
dbo,tblDeBiDetail,fstrIssueCategory,8,nvarchar,30,NO,NULL,NO
dbo,tblDeBiDetail,fstrIssueType,9,nvarchar,30,NO,NULL,NO
dbo,tblDeBiDetail,fstrStage,10,nvarchar,30,NO,NULL,NO
dbo,tblDeBiDetail,fdtmStageDate,11,datetime,NULL,NO,NULL,NO
dbo,tblDeBiDetail,fstrOwner,12,nvarchar,10,NO,NULL,NO
dbo,tblDeBiDetail,fstrIssueSource,13,nvarchar,30,NO,NULL,NO
dbo,tblDeBiDetail,fstrSource,14,nvarchar,30,NO,NULL,NO
dbo,tblDeBiDetail,fi64SourceKey,15,bigint,NULL,NO,NULL,NO
dbo,tblDeBiDetail,flngCategoryDocKey,16,int,NULL,NO,NULL,NO
dbo,tblDeBiDetail,fdtmDetectionDate,17,datetime,NULL,NO,NULL,NO
dbo,tblDeBiDetail,fdtmTimelinessDate,18,datetime,NULL,NO,NULL,NO
dbo,tblDeBiDetail,fstrOutcome,19,nvarchar,30,NO,NULL,NO
dbo,tblDeBiDetail,fi64ClaimantPartyKey,20,bigint,NULL,NO,NULL,NO
dbo,tblDeBiDetail,fi64EmployerPartyKey,21,bigint,NULL,NO,NULL,NO
dbo,tblDeBiDetail,fi64AdditionalPartyKey,22,bigint,NULL,NO,NULL,NO
dbo,tblDeBiDetail,fdtmClosed,23,datetime,NULL,NO,NULL,NO
dbo,tblDeBiDetail,fdtmWithdrawn,24,datetime,NULL,NO,NULL,NO
dbo,tblDeBiDetail,fstrWho,25,nvarchar,10,NO,NULL,NO
dbo,tblDeBiDetail,fdtmWhen,26,datetime,NULL,NO,NULL,NO
dbo,tblDeBiDetermination,fi64IssueKey,1,bigint,NULL,NO,NULL,YES
dbo,tblDeBiDetermination,fi64DeterminationKey,2,bigint,NULL,NO,NULL,YES
dbo,tblDeBiDetermination,fdtmDeterminationDate,3,datetime,NULL,NO,NULL,NO
dbo,tblDeBiDetermination,fblnOriginalDetermination,4,tinyint,NULL,NO,NULL,NO
dbo,tblDeBiDetermination,fdtmPeriodFrom,5,datetime,NULL,NO,NULL,NO
dbo,tblDeBiDetermination,fdtmPeriodTo,6,datetime,NULL,NO,NULL,NO
dbo,tblDeBiDetermination,fstrIssueType,7,nvarchar,30,NO,NULL,NO
dbo,tblDeBiDetermination,fstrOutcome,8,nvarchar,30,NO,NULL,NO
dbo,tblDeBiDetermination,fstrWho,9,nvarchar,10,NO,NULL,NO
dbo,tblDeBiDetermination,fdtmWhen,10,datetime,NULL,NO,NULL,NO
dbo,tblDeBiIssueOpen,fi64IssueKey,1,bigint,NULL,NO,NULL,YES
dbo,tblDeBiIssueOpen,fstrWho,2,nvarchar,10,NO,NULL,NO
dbo,tblDeBiIssueOpen,fdtmWhen,3,datetime,NULL,NO,NULL,NO
dbo,tblDecisionActionExceptions,flngDecisionPlanKey,1,int,NULL,NO,NULL,YES
dbo,tblDecisionActionExceptions,fi64DecisionPlanRecordKey,2,bigint,NULL,NO,NULL,YES
dbo,tblDecisionActionExceptions,flngActionKey,3,int,NULL,NO,NULL,YES
dbo,tblDecisionActionExceptions,fstrError,4,nvarchar,-1,NO,NULL,NO
dbo,tblDecisionActionExceptions,fstrWho,5,nvarchar,10,NO,NULL,NO
dbo,tblDecisionActionExceptions,fdtmWhen,6,datetime,NULL,NO,NULL,NO
dbo,tblDecisionActions,flngDecisionPlanKey,1,int,NULL,NO,NULL,YES
dbo,tblDecisionActions,fi64DecisionPlanRecordKey,2,bigint,NULL,NO,NULL,YES
dbo,tblDecisionActions,flngActionKey,3,int,NULL,NO,NULL,YES
dbo,tblDecisionActions,flngVer,4,int,NULL,NO,NULL,YES
dbo,tblDecisionActions,flngVerLast,5,int,NULL,NO,NULL,NO
dbo,tblDecisionActions,flngSequence,6,int,NULL,NO,NULL,NO
dbo,tblDecisionActions,fi64ActionParametersKey,7,bigint,NULL,NO,NULL,NO
dbo,tblDecisionActions,fstrActionPerformedBy,8,nvarchar,10,NO,NULL,NO
dbo,tblDecisionActions,fdtmActionPerformed,9,datetime,NULL,NO,NULL,NO
dbo,tblDecisionActions,flngWorkKey,10,int,NULL,NO,NULL,NO
dbo,tblDecisionAggregates,flngAggregateKey,1,int,NULL,NO,NULL,YES
dbo,tblDecisionAggregates,fstrGroupByValue,2,nvarchar,50,NO,NULL,YES
dbo,tblDecisionAggregates,flngCountValue,3,int,NULL,NO,NULL,NO
dbo,tblDecisionAggregates,fcurAverageValue,4,money,NULL,NO,NULL,NO
dbo,tblDecisionAggregates,fcurMinValue,5,money,NULL,NO,NULL,NO
dbo,tblDecisionAggregates,fdtmMinValue,6,datetime,NULL,NO,NULL,NO
dbo,tblDecisionAggregates,fcurMaxValue,7,money,NULL,NO,NULL,NO
dbo,tblDecisionAggregates,fdtmMaxValue,8,datetime,NULL,NO,NULL,NO
dbo,tblDecisionAggregates,fcurSumValue,9,money,NULL,NO,NULL,NO
dbo,tblDecisionAggregates,fdtmLastUpdated,10,datetime,NULL,NO,NULL,NO
dbo,tblDecisionAudits,flngAuditKey,1,int,NULL,NO,NULL,YES
dbo,tblDecisionAudits,flngDecisionPlanKey,2,int,NULL,NO,NULL,YES
dbo,tblDecisionAudits,fi64DecisionPlanRecordKey,3,bigint,NULL,NO,NULL,YES
dbo,tblDecisionAudits,fblnActive,4,tinyint,NULL,NO,NULL,NO
dbo,tblDecisionCases,flngCaseKey,1,int,NULL,NO,NULL,YES
dbo,tblDecisionCases,flngDecisionPlanKey,2,int,NULL,NO,NULL,YES
dbo,tblDecisionCases,fi64DecisionPlanRecordKey,3,bigint,NULL,NO,NULL,YES
dbo,tblDecisionCases,fblnActive,4,tinyint,NULL,NO,NULL,NO
dbo,tblDecisionCollections,flngCollectKey,1,int,NULL,NO,NULL,YES
dbo,tblDecisionCollections,flngDecisionPlanKey,2,int,NULL,NO,NULL,YES
dbo,tblDecisionCollections,fi64DecisionPlanRecordKey,3,bigint,NULL,NO,NULL,YES
dbo,tblDecisionCollections,fblnActive,4,tinyint,NULL,NO,NULL,NO
dbo,tblDecisionCsCases,fi64CsCaseKey,1,bigint,NULL,NO,NULL,YES
dbo,tblDecisionCsCases,flngDecisionPlanKey,2,int,NULL,NO,NULL,YES
dbo,tblDecisionCsCases,fi64DecisionPlanRecordKey,3,bigint,NULL,NO,NULL,YES
dbo,tblDecisionCsCases,fblnActive,4,tinyint,NULL,NO,NULL,NO
dbo,tblDecisionData,flngDecisionPlanKey,1,int,NULL,NO,NULL,YES
dbo,tblDecisionData,fi64BinaryDataKey,2,bigint,NULL,NO,NULL,NO
dbo,tblDecisionData,fi64DecisionPlanRecordKey,3,bigint,NULL,NO,NULL,YES
dbo,tblDecisionPlanActionParms,flngDecisionPlanKey,1,int,NULL,NO,NULL,YES
dbo,tblDecisionPlanActionParms,flngActionKey,2,int,NULL,NO,NULL,YES
dbo,tblDecisionPlanActionParms,fstrParameter,3,nvarchar,30,NO,NULL,YES
dbo,tblDecisionPlanActionParms,flngVer,4,int,NULL,NO,NULL,YES
dbo,tblDecisionPlanActionParms,flngVerLast,5,int,NULL,NO,NULL,NO
dbo,tblDecisionPlanActionParms,fstrValue,6,nvarchar,60,NO,NULL,NO
dbo,tblDecisionPlanActionParms,fblnActive,7,tinyint,NULL,NO,NULL,NO
dbo,tblDecisionPlanActionParms,fstrWho,8,nvarchar,10,NO,NULL,NO
dbo,tblDecisionPlanActionParms,fdtmWhen,9,datetime,NULL,NO,NULL,NO
dbo,tblDecisionPlanActions,flngDecisionPlanKey,1,int,NULL,NO,NULL,YES
dbo,tblDecisionPlanActions,flngActionKey,2,int,NULL,NO,NULL,YES
dbo,tblDecisionPlanActions,flngVer,3,int,NULL,NO,NULL,YES
dbo,tblDecisionPlanActions,flngVerLast,4,int,NULL,NO,NULL,NO
dbo,tblDecisionPlanActions,flngResultKey,5,int,NULL,NO,NULL,NO
dbo,tblDecisionPlanActions,flngSequence,6,int,NULL,NO,NULL,NO
dbo,tblDecisionPlanActions,fstrActionType,7,nvarchar,30,NO,NULL,NO
dbo,tblDecisionPlanActions,fblnActive,8,tinyint,NULL,NO,NULL,NO
dbo,tblDecisionPlanActions,fstrWho,9,nvarchar,10,NO,NULL,NO
dbo,tblDecisionPlanActions,fdtmWhen,10,datetime,NULL,NO,NULL,NO
dbo,tblDecisionPlanDataSetupBase,flngDecisionPlanKey,1,int,NULL,NO,NULL,YES
dbo,tblDecisionPlanDataSetupBase,fstrTableFieldName,2,nvarchar,30,NO,NULL,YES
dbo,tblDecisionPlanDataSetupBase,flngVer,3,int,NULL,NO,NULL,YES
dbo,tblDecisionPlanDataSetupBase,flngVerLast,4,int,NULL,NO,NULL,NO
dbo,tblDecisionPlanDataSetupBase,fstrBaseDataSourceType,5,nvarchar,30,NO,NULL,NO
dbo,tblDecisionPlanDataSetupBase,fstrFieldName,6,nvarchar,30,NO,NULL,NO
dbo,tblDecisionPlanDataSetupBase,fblnAggregateData,7,tinyint,NULL,NO,NULL,NO
dbo,tblDecisionPlanDataSetupBase,fstrDecode,8,nvarchar,50,NO,NULL,NO
dbo,tblDecisionPlanDataSetupBase,fstrDataType,9,nvarchar,6,NO,NULL,NO
dbo,tblDecisionPlanDataSetupBase,fstrKeyType,10,nvarchar,30,NO,NULL,NO
dbo,tblDecisionPlanDataSetupBase,fintFieldSize,11,smallint,NULL,NO,NULL,NO
dbo,tblDecisionPlanDataSetupBase,fstrRfrTable,12,nvarchar,30,NO,NULL,NO
dbo,tblDecisionPlanDataSetupBase,fstrRfrColumn,13,nvarchar,30,NO,NULL,NO
dbo,tblDecisionPlanDataSetupBase,fstrRfrSplitColumns,14,nvarchar,255,NO,NULL,NO
dbo,tblDecisionPlanDataSetupBase,fstrRfrSplit1Calc,15,nvarchar,255,NO,NULL,NO
dbo,tblDecisionPlanDataSetupBase,fstrRfrSplit2Calc,16,nvarchar,255,NO,NULL,NO
dbo,tblDecisionPlanDataSetupBase,fstrRfrSplit3Calc,17,nvarchar,255,NO,NULL,NO
dbo,tblDecisionPlanDataSetupBase,fstrLanTable,18,nvarchar,30,NO,NULL,NO
dbo,tblDecisionPlanDataSetupBase,fstrLanColumn,19,nvarchar,30,NO,NULL,NO
dbo,tblDecisionPlanDataSetupBase,fstrLanDecode,20,nvarchar,30,NO,NULL,NO
dbo,tblDecisionPlanDataSetupBase,fstrLanSplitColumns,21,nvarchar,255,NO,NULL,NO
dbo,tblDecisionPlanDataSetupBase,fstrLanSplit1Calc,22,nvarchar,255,NO,NULL,NO
dbo,tblDecisionPlanDataSetupBase,fstrLanSplit2Calc,23,nvarchar,255,NO,NULL,NO
dbo,tblDecisionPlanDataSetupBase,fstrLanSplit3Calc,24,nvarchar,255,NO,NULL,NO
dbo,tblDecisionPlanDataSetupBase,fblnCurrentValueOnly,25,tinyint,NULL,NO,NULL,NO
